type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
1-к. квартира,36,7 990 000₽,218 904 ₽ за м²,"пос. Парголово, ул. Фёдора Абрамова, 8",Парнас,11–15 мин.,"Продам уютную 2-евро (однокомнатную) квартиру 36,5м2 — готова к проживанию!

Описание квартиры:
- Просторная кухня-гостиная 15,7 м² с выходом на лоджию — отличное пространство для готовки и отдыха. Кухонный гарнитур оснащён подсветкой рабочей зоны и встроенной техникой: варочная панель, вытяжка, духовка.

- Спальня 14,8 м² включает несколько функциональных зон: здесь с комфортом разместится кровать для отдыха и восстановления, вместительный шкаф-гардероб, а также рабочее место или аккуратный туа...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_365_m_2527_et._7939703246?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,18 м²,4 650 000₽,258 333 ₽ за м²,"ул. Ефимова, 5",Спасская,до 5 мин.,"Продается уютная студия в адмиралтейском районе Петербурга!

Метро Сенная, Садовая 4мин пешком.

Тихая, спокойная улица.

Новый дизайнерский ремонт.

Коридор с ремонтом.

Высота потолка 3,65м.

Высота второго яруса 1,4м.

Чистая парадная.

Через дорогу открыли прогулочное пространство «Сено».

Прямая продажа. Все документы к сделке готовы.

Нотариальная сделка.

Можно жить, сдавать в аренду.

Можно прописаться.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_18_m_55_et._7961063703?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,33,7 000 000₽,208 955 ₽ за м²,,Рыбацкое,21–30 мин.,"Срочная Продажа!

Продается уютная 1 комнатная квартира, а ЖК Живи! В Рыбацком!
Квартира с полной чистовой отделкой и частично с мебелью.
Дом сдан! Ключи 3 квартал 2026г.

«Живи! В Рыбацком» — квартал, созданный с учётом всех деталей, отвечающих за высокий уровень комфорта:
— развитая транспортная инфраструктура — район обладает отличными транспортными характеристиками;
— пешая доступность метрополитена (м. Рыбацкое);
— развивающаяся коммерческая инфраструктура внутри квартала;
— развитая сущест...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_335_m_423_et._7961661182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,50,15 096 510₽,297 175 ₽ за м²,,Юго-Западная,21–30 мин.,"Номер квартиры: 80з.

Этаж: 17.

Площадь: 50.83.

Корпус: Корпус 2. Жилой комплекс «Южный форт» представляет собой комплексную застройку, объединяющую монолитно-кирпичные здания. Застройщик предлагает разнообразие планировок, включая варианты с предчистовой и чистовой отделкой, что позволяет выбрать наиболее подходящий вариант под индивидуальные потребности. Ожидается, что объект будет введен в эксплуатацию в 4 квартале 2026 года.",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_508_m_1720_et._7937657479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,21 м²,4 399 000₽,209 476 ₽ за м²,"18-я линия Васильевского острова, 23",Горный институт,6–10 мин.,"Продается уютная студия в 6 минутах пешком от метро Горный Институт!

Метро Василеостровская 12 мин пешком.

Тихая, спокойная улица.

Новый дизайнерский ремонт.

Фотографии соответствуют действительности.

Высота второго яруса 1,5м.

Дом отреставрирован, выполнен капремонт в 2023г.

Прямая продажа. Все документы к сделке готовы.

Нотариальная сделка.

Можно жить, сдавать в аренду.

Есть прописка.

Ипотека: примсоц, ткб, сургутнефть банк, Сбербанк.",21 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_37_et._7851213558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,35,8 532 816₽,241 040 ₽ за м²,,Академическая,от 31 мин.,"Цена действует при 100% оплате и на определенные ипотечные программы.
Подробности — в отделе продаж по телефону.

Продаётся 1-комнатная квартира в ЖК «Ручьи» на 13 этаже. Общая площадь составляет 35.40 кв. М. Квартира с чистовой отделкой. Жилой комплекс «Ручьи» располагается по адресу Санкт-Петербург, Красногвардейский.

ЖК «Ручьи» — крупный проект комфорт-класса в Красногвардейском районе, на Пискаревском проспекте. В новостройке эргономичные планировки, уютные пешеходные дворы без машин, с дет...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_354_m_1320_et._7406975010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,27,6 750 000₽,246 350 ₽ за м²,"ул. Оптиков, 45к2",Беговая,21–30 мин.,"Продается квартира-студия в современным доме.

О квартире:

- общая площадь (без учёта балкона) 27,4 м2;

- Есть просторный балкон, окна выходят во двор (восток);

- Вся мебель и техника остаются будущему владельцу, есть кондиционер.

О доме:

- год постройки 2008;

- монолитные стены;

- 3 лифта, включая грузовой;

- есть подземный паркинг.

О сделке: прямая продажа, два взрослых собственника (семейная пара), приобретали у застройщика по Дду, без обременений.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_274_m_1525_et._7911230009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,68,20 205 625₽,293 686 ₽ за м²,"ш. Суздальское, корп. 5.3.1",Проспект Просвещения,от 31 мин.,Продается 2 комнатная квартира 9 в ЖК Окла.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_688_m_225_et._3878992804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,34,7 500 000₽,218 659 ₽ за м²,"пос. Парголово, Толубеевский пр., 14к1",Парнас,16–20 мин.,"В продаже светлая однокомнатная квартира в ЖК «Северная долина».

Главное преимущество — в квартире никто не жил.

Ремонт от застройщика — качественная база, на которую можно опереться: стяжка, штукатурка, разводка коммуникаций. Сделать ремонт в этой квартире будет гораздо проще и дешевле, чем переделывать чужой. При желании можно спокойно пожить, а со временем заняться ремонтом.

Панорамный нескучный вид из окон, при этом нет ощущения высокого этажа, нижняя часть лоджии закрыта.

ЖК «Северная д...",4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_343_m_2527_et._7977672712?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,32,6 500 000₽,198 777 ₽ за м²,"Бассейная ул., 3",Парк Победы,16–20 мин.,"Элитная локация Московского района.
Квартира рядом с Парком Победы, где все в зелени, чистые пруды, спортивные площадки.
Около Трк Радуга проходит бесплатный автобус-шаттл до метро Московская.
Квартира очень уютная и светлая, Окна во двор, на юг. Лоджия застекленная. Унитаз, колонка, холодильник новые. Техника и мебель все остается.
Московский район один из развитых районов города.
Пешая доступность до 2-х станций метро: Парк.
Победы 10 минут, Московская 20 минут.
Отлично развита сеть наземного ...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_327_m_35_et._7930185248?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Апартаменты-студия,22,5 192 175₽,234 940 ₽ за м²,"пр-т Стачек, д. 62, лит. А",Кировский завод,до 5 мин.,"1-комн. Апартаменты-студия с отделкой в ЖК «Industrial Avenir» на 13 этаже. Общая площадь: 22.1 кв. М., площадь гостиной 18.3 кв. М., из которых 5 кв. М. Выделено под кухонную зону. Все окна выходят на одну сторону. В апартаментах один совмещенный санузел. Высота потолков 2.5 м.

В шаговой доступности от дома находятся станции метро (расстояние по прямой): «Кировский завод» (300 м), «Путиловская» (300 м), «Автово» (1.6 км), также недалеко от этого корпуса находятся станции метро: «Нарвская», «Ле...",,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_221_m_1313_et._7847681701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,54,20 659 824₽,381 882 ₽ за м²,,Горный институт,11–15 мин.,"2-комн. Квартира с предчистовой отделкой в ЖК ""Legenda Васильевского"" на 3 этаже. Общая площадь: 54.14 кв. М., жилая: 20.93 кв. М., площадь просторной кухни-столовой: 18.08 кв. М. Квартира угловая, очень светлая, естественная вентиляция при открытии окон. В квартире один раздельный санузел. Высота потолков 2.72 м.

«Legenda Васильевского» — жилой квартал в минутной доступности от Финского залива, главного креативного хаба Санкт-Петербурга — Севкабель Порта и других точек притяжения.

Современные...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_541_m_310_et._7911322278?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,45,7 990 000₽,175 604 ₽ за м²,"Шуваловский пр-т, 63к4",Комендантский проспект,от 31 мин.,"Цена ниже рыночной на 900 000 рублей! Срочная продажа!

Продаётся двушка в самом сердце развитого района — Шуваловский 64. Да, это панельный дом, и да, квартира ждёт своего хозяина с инструментами. Но в этом и её главный плюс!

Почему это выгодная покупка?

1. Цена. Самая низкая в районе за аналогичный метраж. Вы платите за метры, а не за «дизайнерский евроремонт» соседа, который вам всё равно пришлось бы переделывать под себя.
2. Планировка. Чистые 45.5 квадратов. Не «распашонка» со сквозняками...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455_m_610_et._7987632539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,45 м²,6 900 000₽,153 333 ₽ за м²,"ул. Бабушкина, 89к3",Ломоносовская,6–10 мин.,"Продается 2 ком. Квapтиpa нa 2 этaже. 10 минут пешком метро Ломоносовская. 5 минут пешком парк.

Полная стоимость в договоре. Без обременений. 3 собственника, 1 из них н/л, органы опеки согласованы, (доля ребенку будет выделена в 3 к. Кв.). Больше встречных покупок не будет.

Произведена небольшая перепланировка, сделаны изолированные комнаты. Балкон. Вид из окон во двор.

Квартира требует ремонта, отремонтирована 1 комната, (выровнены стены, сделана звукоизоляция. Поменяны полы. Стеклопакеты.) ...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_25_et._7990085641?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
3-к. квартира,87,36 888 600₽,420 144 ₽ за м²,"ул. Профессора Попова, 38",Петроградская,11–15 мин.,"В продаже квартира в строящемся ЖК ID Рetrogradskаyа.
Комнат: 3.
Этаж: 3/6.
Секция: С17.
Площадь общая: 87,83 кв. М.
Площадь жилая: 41,46 кв. М.
Балкон: нет.
Номер: 490.
Квартира передается без отделки, что позволяет воплотить свои дизайнерские идеи и создать уникальный интерьер. Во всех квартирах потолки 3 м и панорамные окна высотой 2,8 м. В каждой секции и на каждом этаже спроектированы помещения для установки кондиционеров. Предусмотрены грузовые лифты, на первых этажах организованы места дл...",,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_878_m_36_et._7779267113?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,27 м²,5 620 000₽,208 148 ₽ за м²,"ул. Жуковского, 5",Маяковская,6–10 мин.,"В продаже Новая двухуровневая Студия в самом центре Петербурга.

Вся мебель и техника остаются покупателю.

Только после ремонта.

Выполнена качественная светлая отделка. По полу площадь 22м2.

Низкие коммунальные платежи.

Идеально для студентов или сдачи в аренду.

Возможна ипотека Примсоцбанк, Сургутнефтегаз банк, Транскапиталбанк.

Полный пакет документов. Один взрослый собственник, никто не зарегистрирован, отказы готовы. Торг…",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_47_et._7987661417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
3-к. квартира,81,23 800 000₽,291 310 ₽ за м²,"Актёрский проезд, д. 2, корп. 2, стр. 1",Проспект Просвещения,21–30 мин.,"Продается 3-комнатная квартира общей площадью 81.7м² в жилом комплексе «Руднева 15» в Выборгском районе спб.
Квартира расположена на 9-м этаже из 13-и, по адресу Санкт-Петербург, Актёрский проезд, 2к2.
Окна смотрят на СЗ, ЮЗ.
На улицу и во двор.
Современная планировка.

Планировка:
Просторная кухня-гостиная 21.4м².
Комната 1: 16.4м².
Комната 2: 12.4м².
Комната 3: 10.7м².
Коридор: 11.0м², 0.0м², 0.0м².
Санузлы: 5.6м², санузел 4.2м², санузел 0.0м², санузел 0.0м².
Помимо уже установленной сантехник...",,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_817_m_913_et._7751595789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Апартаменты-студия,22,5 990 000₽,262 719 ₽ за м²,"Заозёрная ул., 3к3",Фрунзенская,6–10 мин.,"Продается уютная и светлая студия на втором этаже апарт-отеля Artstudio Moskovsky.

Отель с 2019 года признавался лучшим в различных номинациях.

Он находится у Московского проспекта, 11 км до Кад, 17 км до аэропорта Пулково, 600 м до метро «Фрунзенская», 1,3 км до гипермаркета «Лента», 5 км до Московского вокзала, 5 км до Зсд.

На первом этаже здания расположены: лобби, круглосуточная служба ресепшен, кафе и мини-ресторан. В номере выполнен качественный ремонт, остается мебель и техника.

Отлич...",30 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_228_m_213_et._7236437446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
3-к. апартаменты,95 м²,49 749 072₽,523 674 ₽ за м²,,,,"Апартамент № 527 площадью 95 кв. М. В корпусе Wood с видом во двор и на улицу.
Дом сдан!
О проекте:
«Bereg. Курортный» — первый проект петербургского девелопера Element (ранее Element Development) в Санкт-Петербурге, который был сдан в мае 2024 года. Малоэтажный проект расположен в тихой части Сестрорецка, в окружении парков «Гагарка» и «Дубки», на берегу живописного канала. В составе комплекса — три корпуса: Air, Aqua и Wood («Воздух», «Вода» и «Дерево»), которые включают 715 апартаментов, в то...",,https://www.avito.ru/sankt-peterburg_sestroretsk/kvartiry/3-k._apartamenty_95_m_15_et._7931088779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
1-к. квартира,41,9 500 000₽,230 583 ₽ за м²,"Гражданский пр-т, 18",Политехническая,11–15 мин.,"Квартира на 7 из 12 этажей. Большая комната 18,5 метров. Просторная лоджия, утеплённая (с отделкой) с видом на проспект. Входная дверь новая (Гранит). Кухня остаётся с техникой. В туалете и ванне есть косметический ремонт. Один взрослый собственник. Без обременений. Мебель и техника остаются. Кухня остаётся. Кухня 10.7м2, газовая плита.
Дом расположен рядом с 2 парками и 3 станциями метро в пешей доступности.
В Доме есть мусоропровод.
Просьба агентов не беспокоить! Продажа от собственника.",3 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_412_m_712_et._7891987938?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
3-к. квартира,81,23 800 000₽,291 310 ₽ за м²,"Актёрский проезд, д. 2, корп. 2, стр. 1",Проспект Просвещения,21–30 мин.,"Продается 3-комнатная квартира общей площадью 81.7м² в жилом комплексе «Руднева 15» в Выборгском районе спб.
Квартира расположена на 9-м этаже из 13-и, по адресу Санкт-Петербург, Актёрский проезд, 2к2.
Окна смотрят на СЗ, ЮЗ.
На улицу и во двор.
Современная планировка.

Планировка:
Просторная кухня-гостиная 21.4м².
Комната 1: 16.4м².
Комната 2: 12.4м².
Комната 3: 10.7м².
Коридор: 11.0м², 0.0м², 0.0м².
Санузлы: 5.6м², санузел 4.2м², санузел 0.0м², санузел 0.0м².
Помимо уже установленной сантехник...",,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_817_m_913_et._7751595789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,46 м²,8 800 000₽,191 304 ₽ за м²,"пр-т Художников, 30к2",Проспект Просвещения,16–20 мин.,"Продается двухкомнатная квартира. Изолированные комнаты, раздельный санузел, застекленная лоджия. Есть вся необходимая мебель и техника, заезжай и живи. Квартира расположена на комфортном втором этаже, окна выходят на зеленый, тихий двор. Зимой тепло, летом не жарко. Район с очень развитой инфраструктурой. Удобно как для автомобилистов (минимум пробок, удобные выезды на Кад, всегда есть где припарковаться у дома), так и для тех кто передвигается на общественном транспорте ( до метро 15 минут пеш...",7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_29_et._7932459881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,24 м²,4 319 160₽,179 965 ₽ за м²,,,,"Прямая продажа от застройщика. Беспроцентная рассрочка. Студия в ЖК Up-квартал «Новый Московский» на 5-м этаже. Общая площадь 23,99. Без отделки.

ГК Фск представляет премьеру в концепции UP-кварталов: жилой комплекс «Новый Московский» в Пушкинском районе. Этот комплекс объединит в себе успешный опыт строительства комплексных современных проектов класса комфорт+ и лучшие мировые практики строительства и урбанистики.

Стандарт UP-кварталов — создавать не просто привычные жилые комплексы, а особен...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_510_et._7758002105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,25 м²,6 500 000₽,260 000 ₽ за м²,"Арцеуловская аллея, 19",,,"Продается светлая студия с современным евро ремонтом и панорамным видом на 21 этаже монолитного дома 2023 года постройки.

-Просторная комната с большими окнами открывает вид на улицу, наполняя пространство естественным светом.
- Редкая планировка студии позволяет зонировать пространство на спальную зону и кухню-гостиную.
-Большой балкон 6,3 м² — дополнительное пpoстрaнcтвo для отдыxa или рaбoчего места.
-Просторный санузел 4,1 м².
-В санузле установлен теплый пол, что обеспечивает комфорт в люб...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_2124_et._7901976209?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,62,29 596 848₽,475 070 ₽ за м²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,"Остров первых — новый премиальный квартал в центре Петербурга, на Матисовом острове.

Всего в нескольких минутах находятся легендарная Новая Голландия, величественный Мариинский театр и вся культурная палитра Петербурга.

Архитектура, разработанная Евгением Подгорновым и его студией Intercolumnium, отражает характер города. Фасады облицованы кирпичом терракотового и серого оттенков. Все материалы отвечают высокому качеству строительства.

Компания Fizika Development бережно восстановит историчес...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_623_m_610_et._7768016248?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Апартаменты-студия,28,3 790 000₽,132 517 ₽ за м²,"ул. Отважных, 10",Проспект Ветеранов,от 31 мин.,"Двухэтажный номер в доходном отеле «Культ Отважных»!

Номер очень просторный и свободный: высота потолков 4,2 м, также панорамные окна 3 метра с прекрасным видом.
Номер оформляется в собственность! Вы становитесь полноправным владельцем.

Акционная цена только сейчас, в черновой отделке при 100% оплате.

Ипотека с гос. Поддержкой и мат. Капитал — не подходят.

Отель «Культ Отважных» — это комфортные номера для постоянного проживания или инвестиций (сдачи в аренду). Развитая инфраструктура с модн...",14 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_286_m_56_et._7577973867?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,68,25 881 050₽,376 726 ₽ за м²,"ул. Коли Томчака, д. 21",Московские ворота,6–10 мин.,"Продаётся 2-комнатная квартира в ЖК «Знатный» (бизнес-класс).

Идеальная квартира для комфортной жизни в престижном Московском районе. Современные планировки, высокие потолки от 2,9 м и панорамные окна.

Локация:

— В 100 метрах от Московского проспекта.

— 9 минут пешком до метро «Московские ворота» и «Электросила».

— 5 минут до выезда на Зсд и Кад.

Особенности квартиры:

— Функциональная планировка с возможностью зонирования.

— Высокие потолки 2,9 м.

— Панорамные окна.

— Система очистки в...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_687_m_412_et._7867324950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,24,5 150 000₽,212 810 ₽ за м²,"пр-т Будённого, 23к5",,,"Продается уютная светлая студия (2022 года постройки) в ЖК «Солнечный город», в современном жилом комплексе комфорт-класса с развитой инфраструктурой, в одном из самых зеленых районов города Санкт-Петербурга.
Студия полностью укомплектована мебелью и необходимой бытовой техникой, есть большая лоджия (4,2 м2) с видом на тихий двор и детский сад. Двор в нашем корпусе закрыт от машин и посторонних, обустроена детская площадка, зона отдыха для родителей.
Рядом школа, садик, Лента, другие продуктовые...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_242_m_68_et._7932608437?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
Квартира-студия,24,4 350 208₽,175 412 ₽ за м²,,Рыбацкое,от 31 мин.,"Продается просторная студия от застройщика в жилом комплексе «Город звезд» в новом городе на правом берегу Невы.

До метро можно добраться на транспорте всего за 13 минут.

Удобная, классическая, функциональная европланировка, вместительная прихожая 3.09 м². Общая площадь студии — 24.76 м², жилая — 18.24 м², высота потолка 2.77 м.

Квартира продается с отделкой «Норд Лайн светлый».

Что особенного в ЖК «Город звезд»?

Инновационный Лицей Setl с оригинальной архитектурной концепцией и уникальной ...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_248_m_1522_et._7892919807?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,45,6 700 000₽,146 608 ₽ за м²,"ул. Буренина, 6",,,"Продается уютная 2-х комнатная квартира, светлая и теплая, в тихом районе города. На окнах — стеклопакеты, заменены водопроводные трубы. Некоторые помещения требуют ремонта, но, при желании, можно заехать и жить. Спокойный дом, тихие соседи. Все рядом: школа, детские сады, новая детская площадка, магазины, парк для прогулок. Подобрана встречная покупка. Квартира в собственности более 5 лет, один собственник. Просьба к агентам — не беспокоить.",1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457_m_25_et._8013720142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
2-к. квартира,53,17 289 101₽,321 359 ₽ за м²,,Купчино,16–20 мин.,"Просторная квартира 53.8 м² в ЖК «Антверпен» от Л1 у м. Купчино.
Предлагаем уютную и светлую двухкомнатную квартиру 53.8 м² в современном жилом комплексе бизнес-класса «Антверпен» от застройщика L1. Дом расположен в престижном Фрунзенском районе, на пересечении Купчинской улицы и улицы Олега Дундича, всего 10 минут пешком от станции метро «Купчино» и 15 минут от «Дунайской».

Выгодное расположение:

— Быстрый выезд на Кад и Зсд — удобно для автомобилистов.

— Близость к ключевым транспортным арт...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_538_m_47_et._7504789394?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsMTF5bWsxZDJwd1AyVFN2Ijt9FKOVrD8AAAA
