type,space,price,area_price,address,metro,subtitle,date,source
Аукцион: 2-к. квартира,51 м²,от 6 212 000₽,,,,,3 дня назад,https://www.avito.ru/sankt-peterburg_kolpino/kvartiry/auktsion_2-k._kvartira_51_m_45_et._7999394830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Апартаменты-студия,36,3 970 000₽,,"ул. Отважных, 10","Проспект Ветеранов ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_369_m_26_et._7960949208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,53,10 300 000₽,,,,,23 января 19:33,https://www.avito.ru/sankt-peterburg_peterhof/kvartiry/2-k._kvartira_539_m_35_et._7900534484?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,59,12 990 000₽,,"Новгородская ул., 25","Чернышевская ,21–30 мин.",,20 мая 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_598_m_15_et._7414553090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,35 м²,7 000 000₽,,"Товарищеский пр-т, 2к1","Проспект Большевиков ,6–10 мин.",,15 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_39_et._7308781341?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,35 м²,7 200 000₽,,"пр-т Ветеранов, 169к2",,,10 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_312_et._7614699189?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,60,19 150 000₽,,"пр-т Авиаконструкторов, 54","Комендантский проспект ,от 31 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_601_m_812_et._7967326598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,61,8 000 000₽,,"пос. Парголово, ул. Первого Мая, 79",,,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_613_m_25_et._7889777732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,13 м²,3 290 000₽,,"Промышленная ул., 12","Нарвская ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_13_m_12_et._7999808870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,58,8 380 000₽,,"пр-т Ветеранов, 152к1",,,22 января 14:12,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_589_m_49_et._7816075663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,21,5 680 000₽,,"Ждановская наб., 3","Спортивная ,6–10 мин.",,19 января 11:15,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_213_m_36_et._7828510593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,92 м²,10 990 000₽,,"Бумажная ул., 22к2","Нарвская ,11–15 мин.",,31 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_92_m_15_et._7269961732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,30 м²,6 190 000₽,,"пр-т Большевиков, 15","Улица Дыбенко ,6–10 мин.",,14 января 18:39,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_30_m_89_et._7903661733?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,25 м²,6 600 000₽,,"Верхне-Каменская ул., 11к1",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_625_et._7901379794?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,67,17 000 000₽,,"ул. Адмирала Трибуца, 10",,,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_674_m_812_et._7939413837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,37,8 100 000₽,,"пр-т Королёва, 69","Комендантский проспект ,от 31 мин.",,18 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_375_m_219_et._7805213975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,23 м²,7 600 000₽,,"Моховая ул., 32","Чернышевская ,11–15 мин.",,29 мая 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_34_et._7411578052?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,42 м²,11 990 000₽,,"пр-т Крузенштерна, 4","Приморская ,от 31 мин.",,14 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_615_et._7586673656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,75,51 500 000₽,,"Аптекарский пр-т, 18","Петроградская ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_752_m_810_et._7946611308?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,43,16 600 000₽,,"Смольный пр-т, 6","Чернышевская ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_433_m_35_et._7893788809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
4-к. квартира,88,13 500 000₽,,"Синопская наб., 28","Площадь А. Невского I ,6–10 мин.",,23 января 19:28,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_888_m_13_et._7896819731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,49,7 700 000₽,,"ул. Замшина, 62","Площадь Мужества ,от 31 мин.",,24 января 07:12,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_495_m_35_et._7867437626?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,57,12 990 000₽,,"ул. Бонч-Бруевича, 2/3","Чернышевская ,21–30 мин.",,8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_571_m_55_et._7804062275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,69,14 699 000₽,,"Полозова ул., 17","Чкаловская ,6–10 мин.",,28 сентября 2021,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_698_m_45_et._2252415044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
4-к. квартира,75 м²,13 300 000₽,,"Гражданский пр-т, 75к1","Академическая ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_75_m_79_et._7970835137?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,46,13 000 000₽,,"ул. Воскова, 18/10","Горьковская ,6–10 мин.",,17 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_468_m_24_et._7256879013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,38,6 000 000₽,,"ул. Дмитрия Устинова, 6","Рыбацкое ,6–10 мин.",,22 января 21:11,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_385_m_116_et._7861213842?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,24,5 900 000₽,,"пр-т Обуховской Обороны, 138к2","Обухово ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_242_m_735_et._7967011440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,35,7 150 000₽,,"пос. Парголово, Заречная ул., 33","Парнас ,21–30 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_354_m_1326_et._8045896477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,31,8 700 000₽,,"Арцеуловская аллея, 19",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_318_m_1425_et._7919861389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,43,8 000 000₽,,"пр-т Тореза, 76","Удельная ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_432_m_35_et._7972945923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,39,10 350 000₽,,"Туристская ул., 24/42","Беговая ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_398_m_216_et._7870539622?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,46,8 600 000₽,,,,,24 января 08:10,https://www.avito.ru/sankt-peterburg_pushkin/kvartiry/1-k._kvartira_466_m_15_et._7861909643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,20 м²,6 000 000₽,,"Среднерогатская ул., 20","Звёздная ,21–30 мин.",,12 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_20_m_618_et._7795358253?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,67,18 950 000₽,,"Краснопутиловская ул., 113к1","Московская ,11–15 мин.",,23 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_678_m_225_et._7949218908?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,44,8 350 000₽,,"ул. Цимбалина, 32","Ломоносовская ,11–15 мин.",,23 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441_m_35_et._7724608753?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,30,4 900 000₽,,"пос. Шушары, Московское ш., 260",,,24 января 10:46,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_309_m_19_et._7876264544?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Апартаменты-студия,11,2 549 000₽,,"Садовая ул., 101","Балтийская ,16–20 мин.",,30 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_113_m_13_et._7711343710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,12 м²,3 600 000₽,,"ул. Марата, 59","Лиговский проспект ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_12_m_15_et._7899374972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,15,4 550 000₽,,"12-я линия Васильевского острова, 13","Василеостровская ,6–10 мин.",,9 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_152_m_17_et._7928607883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
1-к. квартира,37,10 200 000₽,,"Орлово-Денисовский пр-т, 19к1","Проспект Просвещения ,от 31 мин.",,22 января 10:25,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_376_m_812_et._7825044440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,109 м²,25 000 000₽,,"Верейская ул., 30-32","Технологический ин-т I ,6–10 мин.",,23 января 20:34,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_109_m_26_et._7866864270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,29,12 220 000₽,,"пр-т Чернышевского, 9","Чернышевская ,до 5 мин.",,12 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_295_m_24_et._7877731231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,21 м²,7 300 000₽,,"ул. Ленина, 9","Петроградская ,6–10 мин.",,4 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_25_et._7643044284?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
3-к. квартира,132 м²,24 000 000₽,,"Трамвайный пр-т, 13к4","Ленинский проспект ,6–10 мин.",,4 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_132_m_45_et._7264635463?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,29,6 300 000₽,,"Витебский пр-т, 99к1","Купчино ,до 5 мин.",,24 июля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_298_m_2329_et._7522604143?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
Квартира-студия,25,10 455 000₽,,"Литейный пр-т, 7","Чернышевская ,6–10 мин.",,17 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_25_et._7784031199?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoTXBJc2RDOERCbGR5ZGZHIjt97IBrkT8AAAA
2-к. квартира,67,17 000 000₽,,"ул. Адмирала Трибуца, 10",,,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_674_m_812_et._7939413837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,37,8 100 000₽,,"пр-т Королёва, 69","Комендантский проспект ,от 31 мин.",,18 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_375_m_219_et._7805213975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
Квартира-студия,23 м²,7 600 000₽,,"Моховая ул., 32","Чернышевская ,11–15 мин.",,29 мая 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_34_et._7411578052?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,42 м²,11 990 000₽,,"пр-т Крузенштерна, 4","Приморская ,от 31 мин.",,14 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_615_et._7586673656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
2-к. квартира,75,51 500 000₽,,"Аптекарский пр-т, 18","Петроградская ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_752_m_810_et._7946611308?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,43,16 600 000₽,,"Смольный пр-т, 6","Чернышевская ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_433_m_35_et._7893788809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
4-к. квартира,88,13 500 000₽,,"Синопская наб., 28","Площадь А. Невского I ,6–10 мин.",,23 января 19:28,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_888_m_13_et._7896819731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
3-к. квартира,49,7 700 000₽,,"ул. Замшина, 62","Площадь Мужества ,от 31 мин.",,24 января 07:12,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_495_m_35_et._7867437626?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
2-к. квартира,57,12 990 000₽,,"ул. Бонч-Бруевича, 2/3","Чернышевская ,21–30 мин.",,8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_571_m_55_et._7804062275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
3-к. квартира,69,14 699 000₽,,"Полозова ул., 17","Чкаловская ,6–10 мин.",,28 сентября 2021,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_698_m_45_et._2252415044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
4-к. квартира,75 м²,13 300 000₽,,"Гражданский пр-т, 75к1","Академическая ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_75_m_79_et._7970835137?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
2-к. квартира,46,13 000 000₽,,"ул. Воскова, 18/10","Горьковская ,6–10 мин.",,17 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_468_m_24_et._7256879013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,38,6 000 000₽,,"ул. Дмитрия Устинова, 6","Рыбацкое ,6–10 мин.",,22 января 21:11,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_385_m_116_et._7861213842?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
Квартира-студия,24,5 900 000₽,,"пр-т Обуховской Обороны, 138к2","Обухово ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_242_m_735_et._7967011440?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,35,7 150 000₽,,"пос. Парголово, Заречная ул., 33","Парнас ,21–30 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_354_m_1326_et._8045896477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
1-к. квартира,31,8 700 000₽,,"Арцеуловская аллея, 19",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_318_m_1425_et._7919861389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
2-к. квартира,43,8 000 000₽,,"пр-т Тореза, 76","Удельная ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_432_m_35_et._7972945923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsNWl0clZWNUFtYmVsTVVWIjt9rthDPD8AAAA
